test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_018518	XLOC_018518	VIT_02s0012g02810,VIT_02s0012g02820	2:10784812-10835365	Black_FruitPeel	White_FruitPeel	OK	35.6584	0.633551	-5.81464	-10.36	0.00005	0.000248658	yes
XLOC_018660	XLOC_018660	VIT_02s0087g00930	2:18588852-18590786	Black_FruitPeel	White_FruitPeel	OK	23.9221	0.439481	-5.7664	-9.89117	0.00005	0.000248658	yes
XLOC_014847	XLOC_014847	VIT_18s0001g09400	18:7880334-7881000	Black_FruitPeel	White_FruitPeel	OK	266.441	5.62119	-5.5668	-14.849	0.00005	0.000248658	yes
XLOC_018568	XLOC_018568	VIT_02s0033g00700	2:15324012-15326009	Black_FruitPeel	White_FruitPeel	OK	348.726	7.40569	-5.55732	-23.1147	0.00005	0.000248658	yes
XLOC_019400	XLOC_019400	VIT_03s0017g02260	3:19020404-19021602	Black_FruitPeel	White_FruitPeel	OK	197.341	4.28673	-5.52467	-5.67117	0.00005	0.000248658	yes
XLOC_021526	XLOC_021526	VIT_04s0023g02280,VIT_04s0023g02290	4:18771033-18779760	Black_FruitPeel	White_FruitPeel	OK	418.852	9.24577	-5.5015	-23.3644	0.00005	0.000248658	yes
XLOC_013265	XLOC_013265	VIT_17s0000g08430,VIT_17s0000g08440	17:9616858-9620044	Black_FruitPeel	White_FruitPeel	OK	42.281	0.942104	-5.48798	-3.47079	0.00695	0.0204048	yes
XLOC_001751	XLOC_001751	VIT_10s0003g00910	10:2143574-2151505	Black_FruitPeel	White_FruitPeel	OK	11.0587	0.255374	-5.43643	-7.95513	0.00005	0.000248658	yes
XLOC_015054	XLOC_015054	VIT_18s0001g13790	18:11779262-11781156	Black_FruitPeel	White_FruitPeel	OK	98.714	2.34927	-5.39297	-18.6013	0.00005	0.000248658	yes
XLOC_012797	XLOC_012797	VIT_17s0000g09570	17:11284887-11286905	Black_FruitPeel	White_FruitPeel	OK	7.94386	0.19037	-5.38296	-5.00084	0.0076	0.0220179	yes
XLOC_011146	XLOC_011146	VIT_16s0022g00890	16:12473079-12473856	Black_FruitPeel	White_FruitPeel	OK	415.442	9.95851	-5.38258	-19.2724	0.00005	0.000248658	yes
XLOC_020015	XLOC_020015	VIT_03s0017g01290	3:17178174-17182052	Black_FruitPeel	White_FruitPeel	OK	119.555	3.06517	-5.28557	-20.0918	0.00005	0.000248658	yes
XLOC_013704	XLOC_013704	VIT_18s0001g03650	18:3418649-3419295	Black_FruitPeel	White_FruitPeel	OK	17.6026	0.454926	-5.27401	-4.69643	0.0138	0.036591	yes
XLOC_015111	XLOC_015111	VIT_18s0001g15150	18:13231124-13232440	Black_FruitPeel	White_FruitPeel	OK	20.0459	0.520085	-5.26841	-9.61735	0.00005	0.000248658	yes
XLOC_013073	XLOC_013073	VIT_17s0000g03890	17:3817309-3819425	Black_FruitPeel	White_FruitPeel	OK	11.1438	0.291253	-5.25783	-6.03235	0.0003	0.00127912	yes
XLOC_026136	XLOC_026136	VIT_07s0005g01060	7:3625460-3626283	Black_FruitPeel	White_FruitPeel	OK	16.5091	0.435433	-5.24466	-5.04419	0.0087	0.0247036	yes
XLOC_009855	XLOC_009855	VIT_15s0048g00740	15:14895053-14896036	Black_FruitPeel	White_FruitPeel	OK	56.8628	1.61414	-5.13865	-11.1271	0.00005	0.000248658	yes
XLOC_024699	XLOC_024699	VIT_06s0004g06730	6:7432822-7435590	Black_FruitPeel	White_FruitPeel	OK	19.4376	0.563451	-5.10841	-7.76022	0.00005	0.000248658	yes
XLOC_014969	XLOC_014969	VIT_18s0001g12210	18:10370552-10384398	Black_FruitPeel	White_FruitPeel	OK	7.62463	0.225832	-5.07734	-7.01911	0.00005	0.000248658	yes
XLOC_009237	XLOC_009237	VIT_14s0108g00450	14:29218573-29220793	Black_FruitPeel	White_FruitPeel	OK	159.412	4.82297	-5.04669	-10.3113	0.00005	0.000248658	yes
XLOC_019392	XLOC_019392	VIT_03s0017g02110	3:18787663-18790266	Black_FruitPeel	White_FruitPeel	OK	19.1755	0.607985	-4.97908	-9.46225	0.00005	0.000248658	yes
XLOC_003175	XLOC_003175	VIT_11s0078g00290	11:12503301-12505054	Black_FruitPeel	White_FruitPeel	OK	6.45383	0.210183	-4.94044	-5.15759	0.004	0.0126692	yes
XLOC_011851	XLOC_011851	VIT_16s0100g01100	16:16555714-16557501	Black_FruitPeel	White_FruitPeel	OK	22.2197	0.736894	-4.91424	-9.01938	0.00005	0.000248658	yes
XLOC_003816	XLOC_003816	VIT_11s0052g00420	11:17767742-17771542	Black_FruitPeel	White_FruitPeel	OK	6.31057	0.2112	-4.90109	-5.08834	0.0034	0.0110089	yes
XLOC_020848	XLOC_020848	VIT_04s0023g03370	4:19929618-19931349	Black_FruitPeel	White_FruitPeel	OK	352.778	12.0599	-4.87047	-21.7358	0.00005	0.000248658	yes
XLOC_022366	XLOC_022366	VIT_05s0136g00260	5:13597427-13599519	Black_FruitPeel	White_FruitPeel	OK	2549.81	87.3873	-4.86682	-25.1086	0.00005	0.000248658	yes
XLOC_027600	XLOC_027600	VIT_08s0007g08330	8:21672949-21675646	Black_FruitPeel	White_FruitPeel	OK	402.189	15.2323	-4.72267	-22.2574	0.00005	0.000248658	yes
XLOC_018870	XLOC_018870	VIT_03s0038g01270	3:908816-909399	Black_FruitPeel	White_FruitPeel	OK	21.9743	0.840429	-4.70855	-5.52221	0.00035	0.00147214	yes
XLOC_016144	XLOC_016144	VIT_19s0014g01370	19:1451161-1452750	Black_FruitPeel	White_FruitPeel	OK	56.0426	2.26505	-4.62891	-14.4813	0.00005	0.000248658	yes
XLOC_003184	XLOC_003184	VIT_11s0065g00040	11:13105329-13107407	Black_FruitPeel	White_FruitPeel	OK	7.46317	0.30782	-4.59963	-5.36125	0.00105	0.00391431	yes
XLOC_019386	XLOC_019386	VIT_03s0017g01990	3:18463725-18465346	Black_FruitPeel	White_FruitPeel	OK	7.76359	0.325394	-4.57647	-5.78654	0.0002	0.000888169	yes
XLOC_014358	XLOC_014358	VIT_18s0117g00550	18:24019599-24022569	Black_FruitPeel	White_FruitPeel	OK	2.60266	0.112432	-4.53286	-4.54747	0.0073	0.0212886	yes
XLOC_011269	XLOC_011269	VIT_16s0050g00010	16:16848277-16852342	Black_FruitPeel	White_FruitPeel	OK	61.6198	2.70828	-4.50795	-13.6996	0.00005	0.000248658	yes
XLOC_012830	XLOC_012830	VIT_17s0000g10080	17:12229788-12257298	Black_FruitPeel	White_FruitPeel	OK	2.35008	0.104601	-4.48974	-4.07535	0.00185	0.00644627	yes
XLOC_012021	XLOC_012021	VIT_16s0098g00030	16:20476027-20555845	Black_FruitPeel	White_FruitPeel	OK	4.60203	0.208044	-4.46731	-3.65139	0.0112	0.0306781	yes
XLOC_019066	XLOC_019066	VIT_03s0063g01230	3:4708035-4709541	Black_FruitPeel	White_FruitPeel	OK	3.23471	0.151343	-4.41775	-4.90693	0.0019	0.00659678	yes
XLOC_022730	XLOC_022730	VIT_05s0077g01300	5:1063290-1068826	Black_FruitPeel	White_FruitPeel	OK	9.34938	0.441122	-4.40562	-4.41384	0.001	0.00375133	yes
XLOC_022971	XLOC_022971	VIT_05s0020g04380	5:6140680-6143903	Black_FruitPeel	White_FruitPeel	OK	4.49578	0.213189	-4.39836	-7.12178	0.00005	0.000248658	yes
XLOC_015006	XLOC_015006	VIT_18s0001g12880,VIT_18s0001g12890	18:10974250-10997343	Black_FruitPeel	White_FruitPeel	OK	5.69304	0.272027	-4.38738	-3.23077	0.0002	0.000888169	yes
XLOC_029127	XLOC_029127	VIT_09s0018g00630	9:16937756-16966310	Black_FruitPeel	White_FruitPeel	OK	13.0115	0.634206	-4.35869	-6.17352	0.00005	0.000248658	yes
XLOC_018168	XLOC_018168	VIT_02s0025g00990	2:952990-961528	Black_FruitPeel	White_FruitPeel	OK	5.06065	0.247484	-4.35391	-8.66513	0.00005	0.000248658	yes
XLOC_011259	XLOC_011259	VIT_16s0100g00770	16:16268743-16270610	Black_FruitPeel	White_FruitPeel	OK	5.69012	0.280249	-4.34368	-5.31109	0.00005	0.000248658	yes
XLOC_021527	XLOC_021527	VIT_04s0023g02310	4:18807644-18814032	Black_FruitPeel	White_FruitPeel	OK	6.41095	0.327473	-4.29109	-4.65359	0.0004	0.00165779	yes
XLOC_011260	XLOC_011260	VIT_16s0100g00780	16:16276569-16278316	Black_FruitPeel	White_FruitPeel	OK	6.84416	0.354232	-4.27211	-5.42521	0.0002	0.000888169	yes
XLOC_016839	XLOC_016839	VIT_19s0014g02180,VIT_19s0014g02190	19:2307336-2317242	Black_FruitPeel	White_FruitPeel	OK	70.7782	3.70434	-4.25601	-15.9667	0.00005	0.000248658	yes
XLOC_006802	XLOC_006802	VIT_13s0101g00300	13:11975737-11980051	Black_FruitPeel	White_FruitPeel	OK	3.14513	0.166723	-4.2376	-7.23975	0.00005	0.000248658	yes
XLOC_029352	XLOC_029352	VIT_09s0002g01790	9:1601990-1603374	Black_FruitPeel	White_FruitPeel	OK	26.9659	1.43688	-4.23012	-0.536738	0.00885	0.0250633	yes
XLOC_011941	XLOC_011941	VIT_16s0050g01620	16:18530206-18532284	Black_FruitPeel	White_FruitPeel	OK	3.78812	0.205647	-4.20324	-4.66148	0.004	0.0126692	yes
XLOC_014720	XLOC_014720	VIT_18s0001g06120	18:4629507-4631173	Black_FruitPeel	White_FruitPeel	OK	6.44003	0.350376	-4.20009	-5.42596	0.0003	0.00127912	yes
XLOC_027687	XLOC_027687	VIT_08s0056g01240	8:1953927-1955653	Black_FruitPeel	White_FruitPeel	OK	379.712	20.8249	-4.18853	-20.198	0.00005	0.000248658	yes
XLOC_009089	XLOC_009089	VIT_14s0219g00130	14:26410243-26412874	Black_FruitPeel	White_FruitPeel	OK	44.4092	2.43716	-4.18758	-11.6193	0.00005	0.000248658	yes
XLOC_024248	XLOC_024248	VIT_06s0009g03130	6:16266065-16317336	Black_FruitPeel	White_FruitPeel	OK	3.98813	0.221349	-4.17131	-3.18565	0.0074	0.0215324	yes
XLOC_011859	XLOC_011859	VIT_16s0100g01190	16:16698040-16699922	Black_FruitPeel	White_FruitPeel	OK	3.83398	0.213314	-4.16779	-4.54766	0.0034	0.0110089	yes
XLOC_019631	XLOC_019631	VIT_03s0063g00670	3:4207553-4209371	Black_FruitPeel	White_FruitPeel	OK	9.16326	0.519466	-4.14076	-5.53666	0.00035	0.00147214	yes
XLOC_022740	XLOC_022740	VIT_05s0077g01540	5:1239416-1240018	Black_FruitPeel	White_FruitPeel	OK	25.0411	1.42282	-4.13747	-5.2793	0.00035	0.00147214	yes
XLOC_007954	XLOC_007954	VIT_14s0006g03050	14:21468071-21470134	Black_FruitPeel	White_FruitPeel	OK	5.98763	0.344817	-4.11808	-3.42686	0.00505	0.0154863	yes
XLOC_014719	XLOC_014719	VIT_18s0001g06090	18:4613632-4615316	Black_FruitPeel	White_FruitPeel	OK	2.95815	0.175665	-4.0738	-3.71654	0.0152	0.0396225	yes
XLOC_009846	XLOC_009846	VIT_15s0048g00510	15:14632319-14634885	Black_FruitPeel	White_FruitPeel	OK	8.06679	0.481958	-4.06501	-6.41549	0.00005	0.000248658	yes
XLOC_019260	XLOC_019260	VIT_03s0097g00460	3:10701288-10703308	Black_FruitPeel	White_FruitPeel	OK	41.1459	2.50143	-4.03992	-13.0378	0.00005	0.000248658	yes
XLOC_021449	XLOC_021449	VIT_04s0023g00530	4:16765724-16766094	Black_FruitPeel	White_FruitPeel	OK	85.3416	5.23928	-4.02581	-7.3721	0.00005	0.000248658	yes
XLOC_018052	XLOC_018052	VIT_02s0033g00420	2:14274896-14275182	Black_FruitPeel	White_FruitPeel	OK	342.508	21.0432	-4.02471	-9.6038	0.00005	0.000248658	yes
XLOC_001733	XLOC_001733	ANAC010	10:1629343-1632889	Black_FruitPeel	White_FruitPeel	OK	7.40117	0.455446	-4.0224	-6.21864	0.00005	0.000248658	yes
XLOC_015435	XLOC_015435	VIT_18s0041g01470	18:26190806-26361843	Black_FruitPeel	White_FruitPeel	OK	8.43918	0.521033	-4.01765	-1.72866	0.0001	0.000471836	yes
XLOC_011860	XLOC_011860	STS	16:16710106-16711898	Black_FruitPeel	White_FruitPeel	OK	10.3135	0.637708	-4.0155	-6.72826	0.00005	0.000248658	yes
XLOC_004311	XLOC_004311	VIT_12s0059g00490	12:5332213-5332785	Black_FruitPeel	White_FruitPeel	OK	64.2503	4.00277	-4.00463	-7.61462	0.00005	0.000248658	yes
XLOC_012540	XLOC_012540	VIT_17s0000g04150	17:4274479-4277475	Black_FruitPeel	White_FruitPeel	OK	4.24057	68.0196	4.00362	14.6887	0.00005	0.000248658	yes
XLOC_010372	XLOC_010372	VIT_15s0048g00110,VIT_15s0048g00120	15:13939519-14197080	Black_FruitPeel	White_FruitPeel	OK	0.295551	4.80146	4.02199	1.38742	0.00005	0.000248658	yes
XLOC_029746	XLOC_029746	VIT_09s0018g00780	9:17314163-17370880	Black_FruitPeel	White_FruitPeel	OK	3.44185	56.2919	4.03167	16.4951	0.00005	0.000248658	yes
XLOC_006363	XLOC_006363	VIT_13s0156g00110	13:23876861-23878521	Black_FruitPeel	White_FruitPeel	OK	0.676449	11.073	4.03292	7.23473	0.00005	0.000248658	yes
XLOC_012483	XLOC_012483	VIT_17s0000g02880	17:2681875-2684190	Black_FruitPeel	White_FruitPeel	OK	0.447721	7.33052	4.03324	5.97801	0.00005	0.000248658	yes
XLOC_020322	XLOC_020322	ER	4:1578774-1586485	Black_FruitPeel	White_FruitPeel	OK	0.209567	3.45579	4.04353	6.24845	0.00005	0.000248658	yes
XLOC_008511	XLOC_008511	VIT_14s0128g00690	14:3215338-3217309	Black_FruitPeel	White_FruitPeel	OK	0.971946	16.0792	4.04817	6.29962	0.00005	0.000248658	yes
XLOC_013893	XLOC_013893	VIT_18s0001g09360	18:7848979-7853050	Black_FruitPeel	White_FruitPeel	OK	2.18672	36.1904	4.04877	15.5122	0.00005	0.000248658	yes
XLOC_027196	XLOC_027196	VIT_08s0040g02400	8:13467680-13475567	Black_FruitPeel	White_FruitPeel	OK	0.0759001	1.25993	4.0531	2.78975	0.0138	0.036591	yes
XLOC_020374	XLOC_020374	VIT_04s0008g03240	4:2681418-2685610	Black_FruitPeel	White_FruitPeel	OK	0.11248	1.90777	4.08415	4.1087	0.0009	0.00342356	yes
XLOC_011678	XLOC_011678	VIT_16s0013g01710,VIT_16s0013g01730	16:8682413-8708897	Black_FruitPeel	White_FruitPeel	OK	0.390697	6.78685	4.11862	2.63776	0.0005	0.00202469	yes
XLOC_026192	XLOC_026192	VIT_07s0005g02220	7:4589048-4605897	Black_FruitPeel	White_FruitPeel	OK	4.47998	78.079	4.12337	6.10371	0.00005	0.000248658	yes
XLOC_006606	XLOC_006606	VIT_13s0019g03020	13:4155706-4160859	Black_FruitPeel	White_FruitPeel	OK	0.220459	3.89431	4.14279	5.02951	0.0004	0.00165779	yes
XLOC_006478	XLOC_006478	VIT_13s0067g02910	13:1570365-1571303	Black_FruitPeel	White_FruitPeel	OK	0.96759	17.0997	4.14343	4.20486	0.006	0.0180018	yes
XLOC_022451	XLOC_022451	VIT_05s0062g00270	5:18421926-18457884	Black_FruitPeel	White_FruitPeel	OK	0.204622	3.62375	4.14645	3.10841	0.00615	0.018381	yes
XLOC_014831	XLOC_014831	WLIM1	18:7537387-7539335	Black_FruitPeel	White_FruitPeel	OK	0.291714	5.25634	4.17143	4.25368	0.0024	0.00809877	yes
XLOC_021980	XLOC_021980	VIT_05s0077g02260	5:1785859-1788427	Black_FruitPeel	White_FruitPeel	OK	0.530346	9.56366	4.17256	5.75297	0.0001	0.000471836	yes
XLOC_001480	XLOC_001480	GH3.17	1:22706261-22709247	Black_FruitPeel	White_FruitPeel	OK	0.603602	10.9663	4.18334	8.25332	0.00005	0.000248658	yes
XLOC_029359	XLOC_029359	VIT_09s0002g01980	9:1770732-1772682	Black_FruitPeel	White_FruitPeel	OK	0.29421	5.47484	4.2179	2.08766	0.0064	0.0190281	yes
XLOC_000887	XLOC_000887	VIT_01s0011g02720	1:2427699-2428200	Black_FruitPeel	White_FruitPeel	OK	4.28362	80.5013	4.23211	7.20836	0.00005	0.000248658	yes
XLOC_001209	XLOC_001209	VIT_01s0026g01460	1:10422567-10423398	Black_FruitPeel	White_FruitPeel	OK	4.29678	81.879	4.25216	10.1061	0.00005	0.000248658	yes
XLOC_008388	XLOC_008388	VIT_14s0060g01190	14:941772-942959	Black_FruitPeel	White_FruitPeel	OK	0.452659	8.82279	4.28474	5.17961	0.0004	0.00165779	yes
XLOC_028887	XLOC_028887	VIT_09s0002g06010	9:5826002-5831423	Black_FruitPeel	White_FruitPeel	OK	0.306316	6.01952	4.29656	4.15664	0.006	0.0180018	yes
XLOC_018153	XLOC_018153	VIT_02s0025g00760	2:785149-785785	Black_FruitPeel	White_FruitPeel	OK	0.585296	11.5329	4.30045	3.59617	0.0132	0.0352594	yes
XLOC_008218	XLOC_008218	VIT_14s0066g01820	14:28134324-28153164	Black_FruitPeel	White_FruitPeel	OK	0.245916	4.87386	4.30883	3.97603	0.0076	0.0220179	yes
XLOC_027214	XLOC_027214	VIT_08s0040g02840	8:13903030-13905474	Black_FruitPeel	White_FruitPeel	OK	0.325751	6.53119	4.3255	6.43515	0.00005	0.000248658	yes
XLOC_006914	XLOC_006914	VIT_13s0084g00560,VIT_13s0084g00570	13:19525536-19542477	Black_FruitPeel	White_FruitPeel	OK	0.355597	7.41107	4.38137	6.12197	0.00005	0.000248658	yes
XLOC_019822	XLOC_019822	VIT_03s0091g01290	3:7951174-7955690	Black_FruitPeel	White_FruitPeel	OK	0.668639	13.9387	4.38172	8.96091	0.00005	0.000248658	yes
XLOC_005372	XLOC_005372	VIT_12s0034g02400	12:18902091-18910168	Black_FruitPeel	White_FruitPeel	OK	0.082609	1.7261	4.38507	4.37689	0.0004	0.00165779	yes
XLOC_010205	XLOC_010205	VIT_15s0045g00710	15:5753642-5769577	Black_FruitPeel	White_FruitPeel	OK	1.37976	28.8315	4.38516	16.9856	0.00005	0.000248658	yes
XLOC_005980	XLOC_005980	VIT_13s0019g04050	13:5322561-5324648	Black_FruitPeel	White_FruitPeel	OK	0.448233	9.74372	4.44215	5.38171	0.0004	0.00165779	yes
XLOC_018457	XLOC_018457	TET1	2:7572686-7574431	Black_FruitPeel	White_FruitPeel	OK	0.510369	11.1159	4.44494	5.56005	0.00005	0.000248658	yes
XLOC_023770	XLOC_023770	VIT_06s0004g01750	6:2147919-2149267	Black_FruitPeel	White_FruitPeel	OK	0.35868	7.88793	4.45888	5.43494	0.0004	0.00165779	yes
XLOC_019637	XLOC_019637	VIT_03s0063g00780	3:4277189-4278296	Black_FruitPeel	White_FruitPeel	OK	4.94051	114.088	4.52935	16.2451	0.00005	0.000248658	yes
XLOC_027129	XLOC_027129	VIT_08s0040g01140	8:12150450-12157978	Black_FruitPeel	White_FruitPeel	OK	0.11193	2.63079	4.55483	3.76876	0.01055	0.0291379	yes
XLOC_016315	XLOC_016315	VIT_19s0014g05090	19:5398350-5399570	Black_FruitPeel	White_FruitPeel	OK	0.136789	3.22246	4.55814	2.19168	0.01275	0.0342431	yes
XLOC_004286	XLOC_004286	VIT_12s0028g04030	12:4913964-4918276	Black_FruitPeel	White_FruitPeel	OK	0.119085	2.82722	4.56932	4.45747	0.006	0.0180018	yes
XLOC_007926	XLOC_007926	VIT_14s0006g02550	14:20274228-20274784	Black_FruitPeel	White_FruitPeel	OK	0.779262	18.5295	4.57157	4.53958	0.006	0.0180018	yes
XLOC_015373	XLOC_015373	VIT_18s0041g00370	18:24821728-24822234	Black_FruitPeel	White_FruitPeel	OK	1.74417	41.7785	4.58215	6.37978	0.00005	0.000248658	yes
XLOC_022290	XLOC_022290	ATFAO3	5:8681360-8685053	Black_FruitPeel	White_FruitPeel	OK	0.261858	6.28044	4.58401	6.86306	0.00005	0.000248658	yes
XLOC_006755	XLOC_006755	VIT_13s0106g00250	13:9742887-9745290	Black_FruitPeel	White_FruitPeel	OK	0.574041	14.2712	4.63581	7.56394	0.00005	0.000248658	yes
XLOC_011147	XLOC_011147	VIT_16s0022g00940	16:12508847-12510055	Black_FruitPeel	White_FruitPeel	OK	0.436214	11.0768	4.66635	6.49372	0.0001	0.000471836	yes
XLOC_018091	XLOC_018091	VIT_02s0087g00400	2:17728375-17733412	Black_FruitPeel	White_FruitPeel	OK	17.1314	438.315	4.67725	22.0951	0.00005	0.000248658	yes
XLOC_004727	XLOC_004727	VIT_12s0034g02250	12:18677352-18680821	Black_FruitPeel	White_FruitPeel	OK	0.143434	3.70656	4.69162	4.49812	0.00005	0.000248658	yes
XLOC_018361	XLOC_018361	NRT1.1	2:5106164-5110187	Black_FruitPeel	White_FruitPeel	OK	0.881096	23.0221	4.70758	11.2483	0.00005	0.000248658	yes
XLOC_005926	XLOC_005926	VIT_13s0019g02890	13:4089629-4091546	Black_FruitPeel	White_FruitPeel	OK	0.411546	10.8688	4.723	7.37501	0.00005	0.000248658	yes
XLOC_007924	XLOC_007924	VIT_14s0006g02530	14:20241928-20242530	Black_FruitPeel	White_FruitPeel	OK	5.11104	136.89	4.74325	12.2369	0.00005	0.000248658	yes
XLOC_027406	XLOC_027406	VIT_08s0007g03630	8:17571847-17575462	Black_FruitPeel	White_FruitPeel	OK	0.365514	9.85515	4.75288	7.30397	0.00005	0.000248658	yes
XLOC_015204	XLOC_015204	VIT_18s0157g00090	18:18858917-18864125	Black_FruitPeel	White_FruitPeel	OK	0.316827	8.73702	4.78538	6.54344	0.00015	0.000683796	yes
XLOC_024170	XLOC_024170	VIT_06s0009g01530	6:13317705-13321514	Black_FruitPeel	White_FruitPeel	OK	0.267748	7.5134	4.81052	4.00322	0.0132	0.0352594	yes
XLOC_003213	XLOC_003213	VIT_11s0065g00650,VIT_11s0065g00660	11:14586714-14593362	Black_FruitPeel	White_FruitPeel	OK	1.61901	45.7713	4.82126	4.76442	0.0001	0.000471836	yes
XLOC_000455	XLOC_000455	VIT_01s0026g01570	1:10647513-10654251	Black_FruitPeel	White_FruitPeel	OK	11.6128	331.468	4.83508	22.1291	0.00005	0.000248658	yes
XLOC_005055	XLOC_005055	AtGH9B8	12:6169978-6177829	Black_FruitPeel	White_FruitPeel	OK	0.656068	18.7521	4.83706	9.80539	0.00005	0.000248658	yes
XLOC_016429	XLOC_016429	VIT_19s0015g00320	19:8315624-8318112	Black_FruitPeel	White_FruitPeel	OK	0.947198	27.2774	4.84789	8.19516	0.00005	0.000248658	yes
XLOC_013237	XLOC_013237	VIT_17s0000g07680	17:8646604-8661032	Black_FruitPeel	White_FruitPeel	OK	0.203461	5.88219	4.85353	6.58427	0.00005	0.000248658	yes
XLOC_022449	XLOC_022449	VIT_05s0062g00240	5:18396921-18398527	Black_FruitPeel	White_FruitPeel	OK	0.37941	11.2461	4.88952	5.26857	0.0018	0.00629766	yes
XLOC_028821	XLOC_028821	VIT_09s0002g04240	9:3881584-3885628	Black_FruitPeel	White_FruitPeel	OK	0.239838	7.26004	4.91984	6.07897	0.00035	0.00147214	yes
XLOC_008956	XLOC_008956	VIT_14s0068g00510	14:24235844-24247718	Black_FruitPeel	White_FruitPeel	OK	1.08849	33.1454	4.92841	3.61172	0.00355	0.0114394	yes
XLOC_018591	XLOC_018591	VIT_02s0033g01020	2:16078948-16081335	Black_FruitPeel	White_FruitPeel	OK	0.164597	5.1969	4.98065	5.25568	0.0018	0.00629766	yes
XLOC_025636	XLOC_025636	VIT_07s0095g00190	7:12594844-12595402	Black_FruitPeel	White_FruitPeel	OK	0.492865	15.5756	4.98195	4.38627	0.01055	0.0291379	yes
